province,AQI,PM2.5_IAQI,PM10_IAQI,SO2_IAQI,NO2_IAQI,CO_IAQI,O3_IAQI
海南省,25.184,12.212073732718892,12.91045161290322,2.538774193548388,5.532741935483871,5.043548387096775,23.738032258064514
广东省,40.100666096198864,34.353915961088106,32.469968474148814,8.962143757881465,16.668363808322813,11.717843631778058,25.91612232030265
云南省,52.03642709910817,51.40242932862189,40.77186984687867,10.77628386336868,6.351347173144879,6.117785630153121,39.78556537102467
Quang Ninh,60.7,60.7,46.74,11.57,3.7375,8.0,39.34
广西壮族自治区,57.923095910680686,57.908931934355685,45.09478813559321,15.77670433145008,10.238159133709978,10.739406779661016,32.76153954802259
,47.01333333333333,22.682539682539684,16.961111111111112,2.354444444444445,2.6527777777777777,3.4166666666666665,45.52
Dien Bien,45.75714285714286,45.75714285714286,33.63,7.36,2.3000000000000003,4.75,37.04
香港特别行政区,22.7775,8.150000000000002,13.555,2.84,19.88125,8.0,22.7775
Cao Bang,72.975,72.975,53.15,20.85,6.15,8.5,38.38
台湾省,23.169538216560504,9.67670609645132,10.0871974522293,4.521019108280256,18.399124203821657,3.3121019108280256,20.396942675159224
Shan,43.400000000000006,43.400000000000006,31.69,5.545,2.23125,5.125,34.5075
福建省,25.624668224299057,13.85618157543392,15.384766355140194,5.686112149532713,12.022172897196246,8.649065420560747,23.76384112149532
贵州省,54.550107877341134,54.53774100257066,42.22261568123394,15.926336760925462,10.509270565552717,9.541773778920309,33.48372107969154
湖南省,53.70816873373148,53.53254670035221,43.5799088960343,20.91894962486602,14.048834405144696,10.416130760986066,31.38587888531615
江西省,34.13834967003106,30.979796680900623,26.75543478260867,7.68029891304349,8.22231657608695,7.383831521739131,30.075855978260908
四川省,50.53062688013905,45.77601527508528,35.80660271408523,7.788015910154421,6.087119794103881,6.221923256902199,40.39132896583994
西藏自治区,70.19263608849819,19.66710695963744,14.42066121983662,0.9652669580087389,0.7409248527455795,2.950741022230667,70.03605435890344
East Siang,53.650000000000006,53.650000000000006,40.53,3.18,4.775,6.0,48.99
重庆市,58.58303075396823,58.566711309523775,47.74659722222221,20.72256944444445,17.785416666666663,12.748611111111112,29.74913888888887
浙江省,29.49191349206349,22.205301587301587,25.423844444444438,7.177955555555553,17.75566666666667,10.151111111111112,26.281400000000016
湖北省,60.09061017395891,59.67703610964685,44.64575645756459,24.465842558425575,18.41151599015991,10.431119311193113,31.325036900369003
Central,83.30833333333334,17.02857142857143,12.62,0.64,0.6125,3.0,83.30833333333334
安徽省,42.35217822356213,38.30730809369201,40.61649350649351,11.011314935064943,17.95971996753248,10.148133116883116,24.984496753246727
Mid-Western,66.89166666666668,36.26428571428572,26.565,1.875,0.625,4.375,66.89166666666668
江苏省,40.15133786848071,34.15907029478462,38.98631519274375,14.633628117913826,21.210742630385504,14.070861678004537,25.096825396825377
陕西省,106.7610007892658,106.34314285714274,72.77240883977896,27.651790055248625,16.47273480662985,19.21795580110497,41.86900184162064
河南省,76.03412249589498,74.72537684729069,60.27866896551732,36.98104137931037,36.29113793103451,30.93689655172414,28.410942528735653
上海市,43.65562499999999,33.58988095238095,40.97229166666667,11.126666666666669,24.908854166666668,13.708333333333334,37.396458333333335
青海省,50.39968769528795,22.68988446756655,16.6146030183727,1.695068897637798,0.9224245406824164,2.8083989501312336,49.98649989063854
甘肃省,51.28221767614968,37.84454057051078,28.925307815845805,8.030690578158458,2.998527837259097,5.279978586723769,43.43962794432552
Uttarakhand,79.49583333333334,42.03571428571429,30.785,2.44,2.24375,4.875,79.49583333333334
Himachal Pradesh,91.475,41.35714285714285,30.24,4.04,1.1375,4.75,91.475
山西省,53.079490903452616,44.97281889600988,48.53436324167867,24.97265557163531,24.8185962373372,24.875180897250363,34.28769898697543
山东省,86.73843623589525,83.62657174792425,71.5070119225037,36.83733979135619,39.21924366616991,23.611400894187778,37.12410581222054
宁夏回族自治区,55.63413310258024,51.8011013215859,49.89204845814981,16.44524229074891,13.464041850220262,11.697136563876652,35.32127019089575
河北省,66.19703378956376,50.952419161676616,54.89913173652692,17.66126347305389,29.645928143712617,23.01317365269461,41.63727744510976
新疆维吾尔自治区,42.1337719959778,21.723558304440644,16.023181818181808,1.482875359934186,1.679079254079257,2.908405320170026,41.08703642762465
内蒙古自治区,36.66812566669397,16.422595115013312,15.317583764120132,5.728210798391738,5.409962665134967,5.524219797051503,34.309765460463375
天津市,110.2173652291105,109.99349730458218,96.11471698113206,28.28792452830189,46.49150943396226,54.83962264150944,41.0314465408805
辽宁省,38.0994916096268,28.578441708986556,29.526545595054102,9.802156105100458,17.544165378670794,9.843508500772796,31.08120556414219
北京市,51.34947916666668,31.65964781746032,43.649097222222224,6.464722222222225,31.08038194444444,14.375,36.51930555555557
Gorno-Badakhshan,41.2025,15.860714285714286,11.349999999999998,0.4325,0.359375,3.25,41.2025
吉林省,33.39305478103988,21.23829752337216,20.177571756601576,4.677864523536168,8.46725028702641,6.35849598163031,32.37985074626869
Osh,40.835,12.742857142857144,9.38,0.64,0.4125,3.5000000000000004,40.835
Naryn,38.09333333333333,26.347619047619048,18.613333333333333,0.3899999999999999,0.3458333333333334,2.5,38.09333333333333
Issyk Kul,37.61333333333334,25.269047619047623,17.888333333333332,0.4216666666666667,0.3791666666666667,2.458333333333333,37.61333333333334
Almaty Region,37.18375,17.507142857142856,12.760000000000002,2.6,1.25625,3.125,37.18375
黑龙江省,29.37977663809977,19.847722518388544,15.593424657534236,2.7436702881436026,4.62042985356636,5.279168634860652,28.578585262163458
Dornod,29.855,6.290476190476191,4.616666666666666,0.8633333333333333,0.7999999999999999,3.9166666666666665,29.855
Primorsky Krai,30.425,27.61428571428572,20.24,4.82,4.8125,5.5,30.425
East Kazakhstan region,40.74166666666667,16.32857142857143,11.893333333333333,2.4233333333333333,1.2625,3.25,40.74166666666667
Bayan Olgii,44.135,7.2,5.24,1.36,0.7000000000000001,3.0,44.135
Zabaykalsky Krai,30.001666666666665,5.8952380952380965,4.243333333333333,0.96,0.7708333333333334,4.166666666666667,30.001666666666665
