province,AQI,PM2.5_IAQI,PM10_IAQI,SO2_IAQI,NO2_IAQI,CO_IAQI,O3_IAQI
海南省,26.970225806451616,12.178248847926264,14.5638064516129,2.852193548387097,3.0904838709677414,5.412903225806452,26.91948387096774
广东省,21.731057467123048,11.73655197261755,13.671223203026466,4.314237074401004,11.639580706179071,12.530264817150064,19.68385876418664
云南省,24.195891595153917,16.643968744741713,14.758916372202584,4.192561837455827,5.326317726737337,8.066990577149587,23.14340694935215
Quang Ninh,32.36,28.728571428571428,26.26,8.79,5.875,7.75,32.36
广西壮族自治区,34.41042171105726,31.202883709981148,31.008309792843708,9.060828625235429,8.924788135593214,13.772128060263654,26.63364877589455
,36.94185185185185,7.841269841269841,6.224444444444445,1.3022222222222224,2.868055555555556,3.611111111111111,36.94185185185185
Dien Bien,21.12,6.357142857142858,5.0,1.28,1.9375,3.5000000000000004,21.12
香港特别行政区,19.7375,2.307142857142857,8.175,2.18,17.1,5.125,18.32
Cao Bang,44.614285714285714,44.614285714285714,39.77,11.69,7.9625,11.0,30.675
台湾省,23.24097133757961,10.399909008189267,9.64726114649681,4.21031847133758,17.98383757961784,3.070063694267516,21.090318471337586
Shan,19.935,10.971428571428572,10.015,2.34,2.1187500000000004,4.625,19.935
福建省,23.358379172229647,19.72205607476636,21.59143925233644,7.095682242990647,12.644439252336449,11.716355140186916,16.60710280373832
贵州省,35.43670583914801,31.51536448769736,34.35289845758355,9.9814267352185,8.350064267352185,10.633354755784062,25.388708226221063
湖南省,47.18759569744294,45.54411077936,44.027218649517664,12.33198285101821,11.505774383708472,22.29903536977492,28.5864683815648
江西省,30.616791052018613,29.452935753105614,28.165101902173888,11.893634510869562,9.220855978260875,15.418138586956522,20.69760869565218
四川省,37.86585951601042,25.108663680727325,24.24353532990173,6.6633177351427335,7.513728357510539,10.230814225549835,31.98068320074873
西藏自治区,42.664079739058735,8.04192340055916,6.318214896446897,0.5773798213946386,0.7432144214326419,3.1904807144214327,42.51034422699338
East Siang,29.51,16.485714285714284,12.47,1.17,3.8375,4.25,29.51
重庆市,42.7890515873016,39.74532242063496,41.142152777777774,13.163416666666674,10.864374999999988,11.671527777777778,27.08199999999999
浙江省,47.89347380952383,47.287051587301605,43.75297777777772,8.956933333333334,25.24755555555557,15.278333333333334,29.629255555555567
湖北省,63.72201370585139,63.25376251976806,57.05583025830257,10.427503075030756,14.185039975399734,20.773062730627306,34.52057810578103
Central,34.53,14.271428571428572,10.61,0.74,1.025,3.25,34.53
安徽省,61.91904394712424,61.44392973098325,53.76281655844153,12.57694805194805,20.92607548701299,19.24715909090909,31.14876623376624
Mid-Western,51.13333333333333,17.307142857142857,12.875,1.26,0.4499999999999999,3.625,51.13333333333333
江苏省,58.94463151927439,50.40170068027218,49.78967120181407,10.105759637188209,21.58259637188212,15.335034013605442,37.25017006802721
陕西省,63.50483754275195,63.4379163378059,54.08246961325963,11.38707182320442,15.32682320441988,22.96767955801105,39.32032596685081
河南省,89.58502315270938,89.18783004926105,74.29255172413794,16.306703448275865,26.57882758620692,25.983793103448274,36.37230344827586
上海市,66.82592261904763,65.76413690476191,47.81166666666667,8.335833333333335,40.06979166666667,17.041666666666668,31.54854166666665
青海省,41.1227405949257,12.131192585301854,8.951815944881908,1.0999868766404135,0.9387016076115484,2.96875,40.95650207786535
甘肃省,45.7498850311002,24.493107601713064,23.50541220556749,5.4324518201284775,5.668254817987162,7.728452890792291,43.012225196288384
Uttarakhand,50.9875,20.128571428571423,14.99,1.67,2.0250000000000004,3.75,50.9875
Himachal Pradesh,54.59166666666667,15.757142857142856,11.73,2.21,1.4375,3.75,54.59166666666667
山西省,89.53370696838144,88.0631486458549,70.44728654124462,20.55678726483358,20.20738060781477,30.269536903039075,52.893437047756905
山东省,85.8114145553899,82.56529699808371,73.99108047690011,23.144955290611023,26.36983979135617,24.43219076005961,49.4031768504719
宁夏回族自治区,44.991922592825695,39.52759597230968,42.05345814977973,11.618193832599124,10.124118942731284,14.123348017621144,35.45254038179148
河北省,124.10520952899378,122.43332591958932,90.84528742514964,21.069790419161688,25.668428143712624,26.683952095808383,80.00926365450917
新疆维吾尔自治区,46.628484015983865,22.40140031537092,20.207861648155863,1.1272123954476876,1.85828020019196,4.5529274646921705,41.35784930755512
内蒙古自治区,51.90814698018161,39.47907264571538,34.31285085200079,8.456145893164834,5.290252249664935,8.446965345586827,49.15875486629639
天津市,168.41609164420484,168.41609164420484,107.27820754716984,20.843207547169825,41.53089622641508,38.990566037735846,73.01069182389936
辽宁省,56.817221240892,49.703695628173925,49.9338485316847,12.006151468315307,12.769687017001534,15.082689335394129,54.93002575991754
北京市,187.13425099206347,187.13425099206347,107.43395833333334,17.989722222222227,29.9496527777778,35.44097222222222,97.89698021885526
Gorno-Badakhshan,48.48708333333333,0.2892857142857143,0.2225,0.0574999999999999,0.3718749999999999,3.4375,48.48708333333333
吉林省,58.53896574818214,48.737854682630754,48.52167049368544,9.347657864523534,11.885634328358217,11.25459242250287,57.97310945273626
Osh,47.94,0.3285714285714285,0.31,0.07,0.475,3.5000000000000004,47.94
Naryn,48.48,4.666666666666667,3.4633333333333334,0.4566666666666666,0.3625,3.0,48.48
Issyk Kul,53.23722222222224,6.821428571428572,7.321666666666666,0.5349999999999999,0.425,2.875,53.23722222222224
Almaty Region,44.98458333333333,12.267857142857142,9.4275,2.045,1.315625,2.8125,44.98458333333333
黑龙江省,46.55272836673632,40.242680005398526,35.80178790741619,6.550236183278236,5.96242324043458,8.97935758148323,42.64643756888668
Dornod,36.92166666666666,14.180952380952382,10.713333333333331,1.2733333333333334,0.7833333333333333,4.083333333333333,36.92166666666666
Primorsky Krai,33.975,32.32857142857143,25.0,3.05,1.7125,3.75,33.975
East Kazakhstan region,42.87166666666667,13.009523809523808,9.82,2.2,1.225,4.666666666666667,42.87166666666667
Bayan Olgii,41.66,8.042857142857143,6.55,0.6,0.425,4.5,41.66
Zabaykalsky Krai,33.761428571428574,22.41428571428571,17.243333333333336,1.5733333333333337,1.3375,5.0,32.43666666666666
