province,AQI,PM2.5_IAQI,PM10_IAQI,SO2_IAQI,NO2_IAQI,CO_IAQI,O3_IAQI
海南省,20.22011290322581,9.868202764976958,10.03103225806451,1.7486451612903224,6.309435483870965,6.012903225806451,19.788516129032264
广东省,26.691980273824523,20.831453792109524,22.99016393442624,6.312320302648167,15.001229508196726,15.346153846153848,19.43303909205548
云南省,31.318798165909524,27.95245982668689,23.82535630153124,5.490518256772664,5.275235571260304,8.426383981154299,27.304805653710243
Quang Ninh,34.88,21.585714285714285,17.36,3.56,2.45,5.0,34.88
广西壮族自治区,35.68376446058652,32.28876277912296,30.92916666666665,6.587702448210929,7.918126177024487,11.104990583804144,31.850781544256133
,40.431666666666665,18.76309523809524,14.078888888888889,2.3844444444444446,3.819444444444444,3.361111111111111,39.501666666666665
Dien Bien,26.395,15.414285714285713,11.89,4.5,1.7875,3.25,26.395
香港特别行政区,21.165,7.135714285714286,9.25,1.855,16.98125,9.0,20.4825
Cao Bang,48.05714285714286,48.05714285714286,36.75,8.14,5.25,7.000000000000001,40.72
台湾省,24.295366242038224,10.54167424931756,10.044394904458596,4.81968152866242,20.443312101910823,3.143312101910828,19.97156050955415
Shan,20.95,12.12857142857143,8.84,1.005,1.6625,3.125,20.95
福建省,27.651839786381835,16.848384512683587,19.39610280373829,5.664971962616817,8.86633177570093,6.768691588785047,25.5307289719626
贵州省,42.79985677561511,38.847436191700346,37.10562339331617,10.08514138817481,9.21293380462724,9.63431876606684,35.71028920308485
湖南省,46.82103238401469,44.81730592558558,40.69623794212216,12.38881028938906,10.034297963558412,18.215434083601288,32.19346730975351
江西省,33.843037655279524,25.445428959627357,24.309483695652176,7.518206521739135,8.166847826086949,7.864130434782608,30.511949728260912
四川省,47.100894166276746,37.84027174276356,32.08578614880674,7.015896116050518,6.705328731867111,8.755030416471689,39.82398143815324
西藏自治区,66.2383959529609,14.865439998914148,10.909863195895875,0.7075280258407853,0.7195777123313719,3.109823294698841,66.10330149298424
East Siang,34.765,31.585714285714285,23.45,1.97,3.7875,4.5,34.765
重庆市,71.7633898809524,71.15892857142859,55.40480555555556,22.14191666666667,13.76371527777778,15.775694444444444,33.63284722222223
浙江省,45.36300714285712,42.583948412698405,41.9256555555556,9.113822222222224,19.142416666666666,13.37888888888889,32.77463333333335
湖北省,57.73729792655076,54.69352706027067,49.69738622386217,16.036857318573183,11.592896678966792,15.261685116851169,34.596789667896694
Central,93.18333333333334,38.971428571428575,29.11,2.15,0.8500000000000001,5.25,93.18333333333334
安徽省,58.03672251855296,57.43228200371059,50.43243506493506,13.6699025974026,20.27583198051949,15.262175324675324,32.67758116883119
Mid-Western,78.94166666666668,20.821428571428573,15.35,1.64,0.55,4.375,78.94166666666668
江苏省,105.77882734046004,105.54601554907676,79.41357142857144,15.19462585034016,35.19589002267575,25.20634920634921,33.89757747543459
陕西省,48.8281885030255,38.9128157063931,43.09822651933704,9.586607734806629,13.070787292817682,13.55,39.97221546961326
河南省,60.22695763546802,54.76882019704431,56.103758620689696,19.185689655172418,26.145137931034466,18.14448275862069,36.5035103448276
上海市,100.07968749999998,100.07968749999998,65.24083333333333,12.534999999999998,46.12395833333333,23.229166666666668,42.05750000000001
青海省,55.54507698256471,17.269880132171004,12.381622375328044,0.6432217847769,0.8551427165354352,2.69119094488189,55.48779035433074
甘肃省,46.81023643825837,18.1317681248088,16.3795770877944,2.076825481798714,3.8178399357601793,4.457976445396145,45.91277123483222
Uttarakhand,96.94696969696967,20.60714285714285,15.14,1.805,2.25,4.25,96.94696969696967
Himachal Pradesh,83.75,15.22857142857143,11.24,2.38,1.4375,4.25,83.75
山西省,45.15432602853008,33.69280804217494,38.23075976845151,15.3123444283647,18.20358176555716,14.646888567293775,36.54049204052094
山东省,114.85874447584212,114.6762582499468,97.5831967213114,29.78052906110286,45.413859910581245,32.53092399403875,48.3703186108477
宁夏回族自治区,45.35504405286343,28.29536658275645,33.51493392070485,10.671057268722466,13.5488986784141,8.897577092511014,34.85365638766521
河北省,57.823000998003984,41.827095808383234,42.88835329341318,12.298137724550882,23.883323353293385,16.651377245508982,40.99438922155689
新疆维吾尔自治区,55.06230805142565,26.423812951754204,18.65110311257364,1.1069861511037984,1.6161439051144944,3.324077882901413,47.63441953471347
内蒙古自治区,33.03679460353931,11.0041218785044,9.640445146467528,1.9382050545663465,2.993916331610187,4.958261535515987,32.73355829982772
天津市,92.86676100628928,91.55198787061994,73.435,25.25132075471698,41.84292452830188,42.62735849056604,63.712547169811344
辽宁省,37.55741848826085,22.503289909472308,24.685850077279746,6.095115919629062,13.596097372488408,13.216383307573416,36.86849046883054
北京市,42.14065972222223,14.64742063492064,23.52784722222223,4.06736111111111,21.56319444444445,7.138888888888889,40.502638888888896
