province,AQI,PM2.5_IAQI,PM10_IAQI,SO2_IAQI,NO2_IAQI,CO_IAQI,O3_IAQI
海南省,37.27751152073731,27.97172811059908,33.66632258064516,3.332000000000001,5.854596774193553,9.36774193548387,32.82706451612904
广东省,56.73826697892272,54.85672851738433,52.53930012610345,10.13696090794452,37.04613808322827,25.73203026481715,20.055592686002527
云南省,38.24983573111216,28.67407664479217,32.21729681978795,7.944069493521781,11.636027679623066,16.34113663133098,27.04642520612484
Quang Ninh,53.8625,53.8625,50.145,11.74,7.175000000000001,14.000000000000002,24.965
广西壮族自治区,39.6931503900996,34.39599979822443,39.085070621468944,11.64477401129944,18.40985169491528,22.79872881355932,15.673912429378516
,36.278888888888886,14.106349206349206,12.128888888888888,3.5322222222222224,7.040277777777778,4.75,30.35333333333333
Dien Bien,35.85,29.185714285714287,23.1,6.86,1.6125,6.0,35.85
香港特别行政区,57.665000000000006,47.26696428571429,51.635000000000005,7.935,53.19375,18.125,31.0575
Cao Bang,79.9125,79.9125,62.8,22.58,11.5875,18.0,22.545
台湾省,35.1778457688808,18.851501364877176,17.44872611464969,6.4184076433121,26.307245222929943,5.921974522292993,28.723025477707
Shan,28.635,20.478571428571428,19.55,2.35,3.425,11.25,28.635
福建省,42.81272830440585,40.13884178905207,42.3470280373832,10.45985046728972,23.857920560747637,18.777570093457943,18.76526168224299
贵州省,41.10246006243112,33.71060640837315,40.67692802056552,19.31086118251928,18.910138174807216,22.86182519280205,14.65306555269922
湖南省,41.70932820395041,39.69119009340069,39.30630760986072,10.837706323687025,23.97655412647372,26.55278670953912,10.840144694533755
江西省,42.08280182453414,39.70205502717391,38.415489130434736,12.154130434782616,33.425118885869544,23.888247282608692,7.543050271739127
四川省,42.50357343405312,24.454298415669516,26.43633598502572,6.724971923256925,11.739202152550297,10.819255966307908,29.915849321478696
西藏自治区,39.84270199415519,6.3025192720067205,5.359116473494227,0.5291012730381828,0.8025152004560273,3.688248147444424,39.65097124580416
East Siang,37.525,27.042857142857144,21.14,3.07,4.2,5.25,37.525
重庆市,61.95537301587298,60.37092757936505,52.89202777777779,19.49276388888889,26.05149305555556,19.288194444444443,15.858833333333342
浙江省,46.125107142857175,34.77223809523806,34.900611111111104,9.583555555555565,44.470916666666696,20.191666666666663,9.757633333333333
