province,AQI,PM2.5_IAQI,PM10_IAQI,SO2_IAQI,NO2_IAQI,CO_IAQI,O3_IAQI
海南省,22.31651612903225,5.987373271889398,7.360967741935484,1.1429677419354838,3.163306451612905,5.080645161290323,22.31651612903225
广东省,22.675715186452905,15.509529814447834,17.724854981084498,4.800983606557375,14.342575662042885,11.983291298865067,18.67216897856242
云南省,25.86741965337372,17.822284620562016,18.9629858657244,4.30385159010601,6.086373674911666,10.005594817432272,24.983186101295644
Quang Ninh,28.695,13.414285714285716,13.02,1.88,1.9125,7.000000000000001,28.695
广西壮族自治区,27.059463276836187,23.170362523540508,25.025466101694924,5.4164124293785285,9.270962806026374,13.368408662900189,22.98643126177025
,41.93314814814815,15.101587301587305,11.874444444444444,2.948888888888888,4.581944444444444,3.9722222222222223,40.13703703703704
Dien Bien,24.83,14.142857142857144,11.51,2.83,1.8625,3.75,24.83
香港特别行政区,15.375,3.8285714285714287,8.01,1.945,15.375,4.75,14.72
Cao Bang,34.32857142857143,34.32857142857143,29.51,7.12,5.324999999999999,9.5,29.65
台湾省,26.38890127388536,12.334394904458591,11.31471337579618,5.396305732484076,21.37914012738853,3.0031847133757963,20.83372611464968
Shan,22.5025,12.092857142857143,10.85,1.79,2.1125,6.375,22.5025
福建省,21.96222963951936,17.909826435246995,20.065429906542047,5.552803738317754,11.56656542056074,11.948130841121497,19.28778504672897
贵州省,33.03711164157178,27.825573815644496,28.35544344473008,6.319408740359894,11.18272814910026,11.815552699228792,24.23231362467867
湖南省,27.52934428112082,21.94671566375745,25.79348338692388,7.653472668810298,11.655439442658096,18.573151125401928,19.172583065380504
江西省,27.46132958074534,25.51139363354036,25.590611413043483,9.465040760869565,13.354517663043485,13.311141304347826,19.650930706521745
四川省,52.81125732557875,43.20555100608329,40.78866869443141,8.174160037435655,10.427138511932611,11.413781001403835,36.500031976290806
西藏自治区,46.73836902726136,12.621348497597744,9.92043226296786,0.7340661219836441,0.8199434733042016,3.6027455823674712,46.464825828108246
East Siang,43.695,43.6,32.49,3.31,3.8875,6.25,43.695
重庆市,61.84179166666673,61.43388392857148,54.799861111111184,12.387499999999996,15.34190972222221,15.13125,35.199777777777804
浙江省,36.26029523809524,32.804650793650794,34.00011111111111,6.934844444444442,27.03533333333332,14.681111111111113,23.221866666666667
湖北省,49.9569249692497,47.106600333860506,47.79905904059038,7.442755227552271,13.46419126691266,17.513837638376383,34.349618696186965
Central,50.016666666666666,22.9,17.16,1.17,0.6375,4.75,50.016666666666666
安徽省,51.8519271799629,46.890320616883145,51.44995129870129,9.13889610389611,24.002982954545477,15.801136363636363,35.98683441558441
Mid-Western,42.3725,8.714285714285715,6.42,0.66,0.41875,3.25,42.3725
江苏省,55.81372529964367,51.21884110787179,52.765396825396806,8.47269841269841,28.43160430839002,15.388321995464851,35.260487528344704
陕西省,48.492016574585584,37.36861089187054,43.45373480662979,9.077005524861884,16.215524861878457,13.019613259668509,42.04593186003683
河南省,72.02105172413779,70.06402955665018,65.70077241379302,8.849489655172414,22.73072413793104,23.581724137931037,47.20306436781607
上海市,52.91607142857145,50.05453869047619,38.764375,5.024583333333333,46.00052083333333,13.197916666666666,29.413333333333327
青海省,51.4466000734283,29.86098319741281,21.14913877952756,0.9552624671915988,1.1109292979002632,3.13623687664042,47.436556758530166
