province,AQI,PM2.5_IAQI,PM10_IAQI,SO2_IAQI,NO2_IAQI,CO_IAQI,O3_IAQI
海南省,36.10266205837176,34.71145161290325,32.90277419354838,4.767032258064518,6.261048387096776,6.656451612903226,32.1600752688172
广东省,27.22633129165916,20.00764276706899,20.368549810844907,6.611197982345523,14.53092686002521,8.081021437578814,21.44194829760402
云南省,43.278397414324985,35.2180969207471,27.58903415783277,5.44209069493522,5.260519729093054,5.520906949352179,42.81393109540638
Quang Ninh,45.65714285714286,45.65714285714286,34.42,5.91,4.2375,6.25,34.1
广西壮族自治区,39.53087301587289,39.06895009416187,31.384477401129956,9.591435969868169,10.503766478342758,8.477636534839924,30.98941148775895
,39.73361111111111,13.876190476190477,10.623333333333331,1.9844444444444445,4.133333333333334,3.25,38.48722222222222
Dien Bien,44.865,31.92857142857143,23.4,2.68,1.5875,4.0,44.865
香港特别行政区,20.4625,8.507142857142856,13.59,2.455,14.70625,6.125,20.012500000000003
Cao Bang,51.462500000000006,51.462500000000006,39.28,7.65,6.8125,6.75,37.11
台湾省,21.773996815286623,10.584167424931756,10.117961783439494,4.975923566878979,19.150318471337595,3.0748407643312103,17.564808917197443
Shan,34.535,30.27142857142857,22.185,2.51,1.75625,4.0,34.535
福建省,26.600012683578097,18.31735647530038,19.12329906542056,7.47381308411215,17.98105140186915,6.510747663551402,23.910850467289723
贵州省,43.48081252295261,41.86710659199408,37.18881748071984,11.863014138817496,9.197107969151672,6.657776349614396,35.91264781491005
湖南省,32.48498200888076,29.73755359056811,26.052309753483343,9.649003215434083,10.582569667738472,7.722668810289389,27.833510182207927
江西省,25.045670613354066,19.349694293478283,18.065006793478258,7.72146059782608,10.59441236413043,6.112432065217392,22.7569836956522
四川省,62.08996807941703,39.99314459522687,31.827388862891947,8.69377632194664,6.319150678521299,5.784861956013103,54.93030884417421
西藏自治区,45.628472354170704,13.053198881680752,9.69014820444613,0.6844347330419899,0.605298783963519,3.1360440813224395,45.611011780353486
East Siang,46.965,40.457142857142856,30.23,2.39,4.1125,5.25,46.965
重庆市,45.165777777777805,43.93285218253969,39.10752777777782,12.881902777777777,12.611597222222215,8.032638888888888,37.45363888888892
浙江省,42.367615079365066,39.880829365079386,38.36150000000002,9.155844444444448,29.518833333333355,12.48,24.55216296296296
湖北省,41.10079994728517,39.905985327710425,34.25207872078717,16.595707257072565,14.43876076260763,7.225092250922509,31.278228782287822
Central,29.27,8.285714285714286,6.15,0.44,0.675,2.25,29.27
安徽省,88.45028467068651,88.09549107142861,63.13828153988868,10.717305194805194,24.70813717532468,13.907467532467532,33.3851785714286
Mid-Western,28.945,14.37857142857143,10.510000000000002,0.905,0.625,3.0,28.945
江苏省,118.23901846452868,118.22113702623908,85.84417233560087,16.630215419501134,35.88299319727892,21.59580498866213,36.63877928949358
陕西省,51.2142569060774,49.28950276243094,41.27943646408845,13.10635359116023,8.791671270718224,8.274309392265193,44.97529650092084
河南省,66.48303990147784,64.50298078817733,57.47744827586206,22.141006896551715,26.995672413793116,15.368620689655172,39.5615310344828
上海市,63.196651785714295,63.196651785714295,47.494166666666665,7.4316666666666675,36.9828125,14.09375,27.689375
青海省,44.50624304774412,19.87950881139855,14.451758530183705,1.0900984251968535,0.8287934711286098,3.1031003937007875,44.23255139982509
甘肃省,40.37311053329252,26.39982697308042,20.584180942184137,5.106804068522488,2.8074210385439007,4.082708779443255,38.75974393290506
Uttarakhand,35.3725,25.942857142857143,19.035,1.55,1.76875,3.5000000000000004,35.3725
Himachal Pradesh,45.82,33.142857142857146,24.06,1.99,1.625,4.5,45.82
山西省,83.1920255793411,81.18297808559028,63.828625180897234,32.182170767004365,21.11691389290882,16.748191027496382,65.90966254440202
山东省,136.0769592292953,134.36650042580365,97.47324515648282,25.729463487332332,28.202086438152023,21.761549925484356,54.20187802014182
