province,AQI,PM2.5_IAQI,PM10_IAQI,SO2_IAQI,NO2_IAQI,CO_IAQI,O3_IAQI
海南省,34.45603225806453,15.950506912442387,20.394516129032247,1.8598709677419356,3.3814516129032257,7.535483870967742,34.45603225806453
广东省,48.26711028042994,43.27750630517023,42.97508196721305,8.113013871374536,19.16949873896596,14.68001261034048,35.02032366540565
云南省,35.847232248022905,27.29608152448258,29.535901060070675,6.989605418138984,7.311749116607773,10.424764428739694,26.679269729093026
Quang Ninh,35.795,27.4,25.55,5.76,6.075,8.0,35.795
广西壮族自治区,42.928904022060806,39.61971684153892,42.41347928436907,10.886751412429389,12.926365348399234,17.175141242937855,21.87998587570622
,49.536203703703706,22.34325396825397,18.72055555555556,5.612222222222222,6.941666666666667,5.111111111111111,39.70703703703704
Dien Bien,47.75714285714286,47.75714285714286,41.71,9.18,1.85,8.5,37.715
香港特别行政区,49.39333333333333,24.028571428571432,25.26,5.125,11.93125,7.625,49.39333333333333
Cao Bang,60.575,60.575,53.33,13.48,7.925,13.750000000000002,32.66
台湾省,36.820730209281166,17.34849863512284,15.761082802547776,5.837515923566879,19.85421974522293,5.1528662420382165,36.20945859872613
Shan,46.30357142857143,46.30357142857143,38.545,7.74,2.8312500000000003,7.125,25.6025
福建省,38.684502670227,33.45291388518025,31.66099999999999,7.788504672897199,15.59544392523364,10.776635514018691,33.35134579439253
贵州省,37.437959970620646,31.48738294160844,36.65060411311054,12.820321336760932,12.209142030848334,14.95758354755784,19.43541131105399
湖南省,30.662632828050832,27.379137957433755,28.714812433011755,7.504233654876747,16.870819935691305,18.512861736334404,19.561404072883164
江西省,40.45512179736023,39.608440896739104,34.37340353260869,9.41785326086958,17.089181385869587,16.047554347826086,19.66320652173912
四川省,36.02149491944648,19.247346079283407,19.349136640149712,5.7788722508189085,9.392770238652313,9.544220870379036,30.65334113242866
西藏自治区,45.7426434543036,6.103388887380904,4.796042181265459,0.4331312939388207,0.8242138514155446,3.441953258597758,45.73678827031475
East Siang,43.035,24.085714285714285,18.4,1.91,4.6375,5.5,43.035
重庆市,42.61850892857142,38.43708333333331,41.117333333333335,14.993805555555552,20.216840277777766,14.29375,17.121069444444437
浙江省,44.79025634920641,38.26642460317462,38.66953333333334,6.822666666666665,34.689750000000004,13.277222222222225,21.61810000000002
湖北省,52.32308777016347,50.89289667896677,46.09513530135302,9.555190651906525,21.27624538745385,15.807810578105782,22.2742127921279
Central,42.805,6.928571428571428,5.29,0.5,0.8875,3.0,42.805
安徽省,50.24121347402604,44.834430078849714,46.66393668831174,7.555454545454541,36.59862012987009,13.083603896103895,23.18705357142858
Mid-Western,44.68,3.692857142857143,2.8,0.475,0.4875,3.375,44.68
江苏省,46.46391912320483,35.827312115322336,39.89317460317461,6.975873015873012,32.386819727891144,11.198412698412698,34.58264928193499
陕西省,60.58313417521706,60.03225532754544,52.96411049723762,12.524430939226518,26.084820441988967,17.11767955801105,20.43376243093921
