province,AQI,PM2.5_IAQI,PM10_IAQI,SO2_IAQI,NO2_IAQI,CO_IAQI,O3_IAQI
海南省,49.18525806451609,43.57723502304148,48.52009677419351,12.87096774193549,13.236612903225804,20.438709677419357,25.373967741935488
广东省,48.0847941812286,46.53110250405327,46.668020176544736,16.350441361916776,24.28743694829763,24.47068095838588,21.09851197982347
云南省,48.25543601716303,42.31222762073025,42.97228504122499,11.376183745583033,11.17351295641932,17.54210836277974,24.60689340400465
Quang Ninh,101.5625,101.5625,72.305,25.25,13.0125,20.0,26.64
广西壮族自治区,80.99363397901531,80.46818334678504,65.99397834274947,25.51403483992468,22.375200094161976,24.29284369114877,24.720032956685543
,39.30388888888889,17.690079365079367,15.39,3.713333333333333,5.062500000000001,5.666666666666667,28.882777777777783
Dien Bien,68.9,68.9,57.695,16.44,2.3125,12.25,29.14
香港特别行政区,46.97125,37.92857142857143,41.085,10.575,38.6875,23.875,21.945
Cao Bang,113.875,113.875,75.53,27.61,10.5875,18.75,25.59
台湾省,45.46665605095541,45.41421747042766,39.15133757961784,8.688343949044585,16.336385350318473,8.593949044585987,27.132038216560492
Shan,36.51321428571429,34.52857142857143,25.14,4.32,5.0,11.0,29.485
福建省,46.90919759679571,43.52353137516687,45.73935514018697,16.64706542056075,23.310981308411183,19.90654205607477,23.192261682243004
贵州省,90.43478470437024,89.94542095115686,70.12987146529557,28.10471722365034,23.5521529562982,20.392352185089976,23.116542416452425
湖南省,127.18324108099822,127.15472553973348,93.05804394426588,21.042293676312955,33.287647374062175,30.14683815648446,16.896302250803863
江西省,88.51416003493787,88.39090401785712,70.83713994565221,22.63997282608697,28.69645040760866,26.33288043478261,18.805529891304342
四川省,76.07381258773977,62.489773881943954,46.703366869443045,9.50019419747309,22.28813289658397,18.287435657463732,22.98322648572765
西藏自治区,37.07584864688807,1.7054741999402596,1.5291535246057375,0.0563708911267308,1.002301444043322,3.084220026600798,36.907092912787455
East Siang,32.785,13.0,10.22,1.17,5.8,4.0,32.785
重庆市,118.447048611111,118.447048611111,82.87320833333338,27.532916666666683,30.75145833333333,24.850694444444443,12.975430555555562
浙江省,68.67487619047621,68.27997222222224,60.60384444444448,16.758733333333343,38.36152777777778,17.99111111111111,22.852899999999977
湖北省,113.02645624670528,113.02645624670528,84.93431119311201,19.46719557195572,34.58027367773675,26.00676506765068,10.172398523985242
Central,38.365,2.6428571428571432,2.09,0.26,0.4875,3.0,38.365
