province,AQI,PM2.5_IAQI,PM10_IAQI,SO2_IAQI,NO2_IAQI,CO_IAQI,O3_IAQI
海南省,30.344709677419363,20.96470046082949,22.28709677419355,1.2645806451612895,3.795887096774193,7.735483870967742,29.75593548387097
广东省,60.46543760883928,56.06573139974781,51.24756620428752,7.514325346784362,27.48673076923078,16.27080706179067,40.402786885245895
云南省,48.60516938695379,37.54903142352352,40.9651707891638,5.7439634864546685,8.380094228504126,12.956566548881035,42.83497644287401
Quang Ninh,33.66,32.885714285714286,27.64,1.76,1.7875,7.000000000000001,33.66
广西壮族自治区,43.653239843960215,42.136600417002974,39.388841807909536,6.408662900188321,10.524858757062148,17.701035781544256,32.49216572504705
,46.32441798941799,23.83134920634921,20.20555555555556,3.685555555555556,7.320833333333334,5.416666666666667,42.93648148148148
Dien Bien,64.0375,64.0375,59.015,5.84,6.5125,13.5,57.1
香港特别行政区,55.6625,29.38571428571429,33.895,3.8,16.73125,7.5,55.6625
Cao Bang,54.4375,54.4375,46.58,9.37,6.975,22.25,34.41
台湾省,45.8915582347589,28.05312784349407,22.986560509554128,5.684140127388536,19.0220541401274,4.821656050955414,45.15764331210194
Shan,52.25803571428571,52.25803571428571,45.370000000000005,5.005,11.75625,14.375,34.31
福建省,46.17327681352915,33.98851802403207,38.89228971962618,6.970018691588777,16.65661214953271,10.5196261682243,42.31478816199376
贵州省,48.223111457950765,46.2772998531032,45.378451156812254,7.243213367609251,8.949742930591267,10.9456940874036,40.98084832904884
湖南省,57.956187413872186,56.20911231051897,54.48390139335474,11.109517684887464,18.82430332261521,22.43408360128617,36.39920685959275
江西省,59.42456618788818,57.18841954580751,55.84137907608692,11.797961956521744,22.979296875,19.58797554347826,42.58468523550729
四川省,52.33839650600521,36.1297596764489,32.48667992512868,5.256279831539536,9.631270472625184,9.817384183434722,46.13893698330995
西藏自治区,48.9516265392726,10.712669308650645,8.835864525935795,0.5983450503514997,0.7083626258787735,3.621223636709101,48.91255874342918
East Siang,48.485,40.25714285714286,30.66,3.04,4.3125,6.25,48.485
重庆市,52.95651686507936,52.040560515873,47.79551388888886,9.097138888888884,16.591708333333333,12.8,35.751972222222214
浙江省,47.96530925925927,33.51417063492061,41.83711111111111,6.024133333333336,25.574250000000006,10.374444444444444,41.8739703703704
湖北省,62.9658378726645,60.51847654190833,60.706476014760135,11.975830258302585,20.922832103321053,18.338253382533825,45.83071135711352
Central,50.46666666666667,19.9,15.73,1.26,0.9375,4.5,50.46666666666667
安徽省,72.81501414305389,66.53816094619668,68.55655032467529,11.011883116883109,33.34933035714284,16.038555194805195,66.35608151318378
Mid-Western,49.181666666666665,4.271428571428572,3.295,0.475,0.41875,3.0,49.181666666666665
江苏省,77.30651051329635,69.40673793326863,74.3247959183673,13.14526077097506,42.051785714285735,16.618480725623584,58.64502714217
陕西省,60.69927453301764,55.51776835043409,59.46617679558013,12.339281767955804,19.367580110497254,14.735911602209944,44.59255616942912
河南省,76.14052915360494,63.1929162561576,72.30368275862068,14.454648275862075,25.79839655172413,18.53,68.77103030303023
上海市,53.54624999999999,31.93869047619048,47.12291666666666,8.205416666666666,27.493229166666666,9.895833333333334,45.52416666666667
青海省,54.19348956380468,30.2146606674166,20.69240157480315,0.5475229658792621,0.9205585629921268,3.378772965879265,43.11929571303586
甘肃省,64.72132475527691,60.56785599571738,47.78338597430397,3.7023875802997743,5.322403640256964,5.451953961456103,36.70006513204852
Uttarakhand,44.1075,6.428571428571429,4.83,0.48,1.2125,3.25,44.1075
Himachal Pradesh,49.68,6.300000000000001,4.68,0.69,1.225,4.0,49.68
山西省,77.78460158751045,67.21499896630142,70.79592619392186,14.820694645441382,19.934985528219947,17.3205499276411,72.84281673464025
山东省,94.98677719821164,65.63648871620175,77.94950074515653,15.663487332339816,28.689735469448543,18.014157973174367,93.26687531048186
宁夏回族自治区,73.23251101321587,64.10710352422903,72.33370044052863,8.572114537444936,10.231222466960348,7.833700440528634,40.92284140969162
河北省,99.2113695077378,82.76406330196758,82.98587425149692,18.26619760479042,30.3985628742515,19.525449101796408,90.49868680820173
新疆维吾尔自治区,74.71023691994306,56.77330042506512,34.66243726861366,1.5909008638420448,1.52201940216646,4.338646647470177,34.99345262580559
内蒙古自治区,53.5638636570845,42.89956887120155,42.12199023549681,7.397185525559999,5.2282213287382815,6.411114302125215,41.5242625566404
天津市,112.79819182389936,112.42948113207548,98.54500000000002,19.6,63.628537735849065,29.7311320754717,88.01022012578616
辽宁省,83.24466453561884,70.64452693751379,78.28978361669245,15.785795981452864,21.975811437403397,17.518160741885627,78.94519835136528
北京市,124.75207205988455,122.63204365079368,92.16104166666668,14.741388888888894,37.1203125,27.375,92.02141203703704
Gorno-Badakhshan,39.84375,0.6857142857142855,0.5225,0.1725,0.3593749999999999,3.625,39.84375
吉林省,66.61179514515334,54.00421313760868,63.8734500574053,11.31150401836969,15.67553099885188,13.946326061997704,56.084577114427866
Osh,35.915,0.5571428571428572,1.04,0.13,0.35,3.75,35.915
Naryn,37.38833333333333,1.8142857142857145,1.3966666666666665,0.2733333333333334,0.2749999999999999,3.583333333333333,37.38833333333333
Issyk Kul,37.2625,1.9785714285714289,1.735,0.3683333333333333,0.2916666666666667,3.5416666666666665,37.2625
Almaty Region,37.7175,4.1571428571428575,3.4275,1.995,1.115625,4.375,37.7175
黑龙江省,50.14114492655831,37.861277751535205,37.818358526216336,6.258615965989596,12.00487718469533,9.591284837033538,38.8807699574871
Dornod,33.08452380952381,31.733333333333334,23.12333333333333,3.8766666666666665,1.7,4.666666666666667,30.725000000000005
Primorsky Krai,38.25714285714286,38.25714285714286,33.5,6.25,6.7625,8.0,28.74
East Kazakhstan region,36.446666666666665,4.61904761904762,3.546666666666667,1.61,0.8458333333333332,4.25,36.446666666666665
Bayan Olgii,40.185,2.5142857142857142,1.97,1.85,0.3125,4.25,40.185
Zabaykalsky Krai,39.85,3.4000000000000004,3.5500000000000003,1.4799999999999998,0.7458333333333332,4.0,39.85
