province,AQI,PM2.5_IAQI,PM10_IAQI,SO2_IAQI,NO2_IAQI,CO_IAQI,O3_IAQI
海南省,39.61991935483872,26.44806451612904,39.47938709677421,13.834193548387098,11.677016129032262,16.585483870967742,23.841516129032257
广东省,34.91804854981081,28.703213384975683,34.80336065573768,10.269445145018924,19.927269861286263,19.632093316519548,25.44880201765447
云南省,40.15883076728924,33.17982921083625,36.18542402826857,11.836731448763278,10.19380889281508,12.35497644287397,26.273878091872763
Quang Ninh,51.0,51.0,48.85,19.96,7.7,11.5,28.95
广西壮族自治区,44.75022800645679,39.56543079096046,43.87758945386058,11.523559322033895,14.332850753295675,15.458097928436912,27.34034369114877
,41.66781746031746,14.368452380952382,12.764444444444443,4.24888888888889,5.866666666666666,4.861111111111111,34.63166666666667
Dien Bien,46.72857142857143,46.72857142857143,40.63,24.3,3.2125,9.5,30.705
香港特别行政区,38.955,29.27142857142857,38.955,8.440000000000001,25.6625,17.75,26.535
Cao Bang,61.35,61.35,54.43,21.34,7.5,11.0,27.2
台湾省,66.68885350318472,66.68885350318472,51.77955414012739,15.463439490445856,25.64410828025477,10.22452229299363,22.619076433121016
Shan,28.410357142857144,27.192857142857143,21.025,8.535,5.00625,8.125,27.89
福建省,29.156967289719613,23.10364152202936,28.58152336448598,8.83891588785047,17.223901869158887,17.55140186915888,24.04391588785047
贵州省,50.45175266250454,45.51843554902678,48.77242930591252,16.778226221079684,15.36923200514139,12.683161953727506,23.150482005141384
湖南省,65.61505282498854,63.40554088194767,60.25953912111464,10.622100750267958,29.248968381564826,21.39335476956056,21.002336548767406
江西省,66.93721807065212,65.77497088509314,58.42531249999996,12.880190217391306,22.606504755434752,21.28634510869565,30.143838315217344
四川省,46.48491242730138,26.092155224279555,24.817407580720552,4.683579784744984,12.666255264389338,9.10832943378568,30.37686242395883
西藏自治区,39.26251092532777,1.1637007681659235,1.1415057951738763,0.0616663499904953,1.0025057001710165,3.0592817784533537,39.23203686110584
East Siang,39.775,19.142857142857142,14.84,1.55,5.6625000000000005,4.75,39.775
重庆市,60.72550099206352,58.96520833333337,54.03245833333338,14.786527777777785,23.22708333333333,15.407638888888888,15.78148611111111
浙江省,49.25683333333333,44.09850396825394,48.10399999999999,9.20453333333332,31.387666666666668,17.051111111111112,28.32007777777776
湖北省,67.82820374275173,65.52762695484103,60.00079950799504,11.85659286592865,32.980058425584275,18.09409594095941,20.828105781057808
