province,AQI,PM2.5_IAQI,PM10_IAQI,SO2_IAQI,NO2_IAQI,CO_IAQI,O3_IAQI
海南省,32.39212903225806,21.47714285714285,23.51367741935484,5.930387096774194,8.209354838709679,9.9,32.39212903225806
广东省,30.325114844172223,26.549270401729416,28.342250945775557,10.772307692307676,17.80239596469104,16.968158890290038,25.16772383354351
云南省,35.12126829883898,32.194887893319844,33.11780329799761,11.65242343934039,11.483524734982334,14.840694935217904,23.930188457008217
Quang Ninh,32.371428571428574,32.371428571428574,28.57,13.95,6.4125,10.0,25.78
广西壮族自治区,28.813230091471613,24.35710250201776,28.59968926553672,13.14862523540489,12.347139830508478,15.820856873822976,20.34232580037662
,38.6393253968254,13.2984126984127,12.104444444444445,3.8,5.458333333333335,4.305555555555555,36.160555555555554
Dien Bien,33.1,33.1,25.44,10.07,3.3125,6.5,25.895
香港特别行政区,34.475,28.34285714285714,30.275,9.29,25.89375,16.625,28.262500000000003
Cao Bang,40.62857142857143,40.62857142857143,36.64,14.62,6.825,11.0,21.68
台湾省,30.72519108280255,8.51273885350319,13.543503184713371,3.693630573248408,14.747770700636938,3.665605095541401,30.13085987261147
Shan,31.8875,28.88571428571429,24.145000000000003,9.57,4.03125,8.5,31.8875
福建省,31.13061148197598,19.978638184245675,22.59104672897194,9.140056074766356,12.145046728971964,10.271028037383177,30.42437383177571
贵州省,32.819209511568125,27.060675266250467,31.9265938303342,12.590976863753214,15.749951799485848,13.566195372750643,16.147879177377895
湖南省,29.852369851477533,24.3030623181749,28.82202572347266,8.748263665594873,16.160584137191844,20.274383708467308,22.383354769560523
江西省,35.64101611024847,33.40056288819875,34.25595788043477,11.613070652173922,15.038858695652166,16.609035326086957,25.45105298913045
四川省,34.64625576575973,21.745424159368945,22.600554515676198,7.132540945250356,10.079410388394942,9.888745905474964,29.09820074871317
西藏自治区,42.50308949268468,5.524578594500664,4.50481854455634,0.368804864145888,1.2207296218886552,3.1100608018240545,42.4225460763822
East Siang,42.035,33.74285714285715,25.0,6.79,4.6000000000000005,5.25,42.035
重庆市,36.54645238095237,30.425431547619034,33.108416666666656,14.689500000000011,20.286215277777785,13.06597222222222,15.790194444444438
浙江省,43.25599126984128,35.29620238095239,40.47856666666669,9.635533333333331,30.255805555555543,14.13888888888889,28.031155555555543
湖北省,33.6783069759269,30.63560665963802,30.94815498154984,9.120861008610088,15.934178966789664,15.279212792127922,26.436107011070103
Central,46.33,14.785714285714285,11.08,0.82,0.4875,3.75,46.33
安徽省,44.35483244434134,39.31399002782927,42.07900974025975,9.77326298701298,29.34703733766236,14.64082792207792,27.58655032467533
Mid-Western,41.1625,2.7285714285714286,2.08,0.27,0.39375,3.0,41.1625
江苏省,40.401079527048886,30.60097991577584,35.47772108843533,8.03659863945579,29.79433106575964,12.794784580498868,29.300464852607707
陕西省,48.56482478295189,42.6921625887924,47.127585635359154,12.636397790055245,27.39143646408841,22.788121546961325,20.741071823204425
河南省,49.604048275862006,47.75764039408866,47.86910344827585,9.05702068965518,30.737517241379297,20.221034482758625,29.010126436781626
上海市,48.24322916666666,28.40773809523809,37.39875000000001,9.435416666666663,35.40989583333333,15.520833333333334,36.83041666666667
青海省,40.72419139013868,4.93367020528684,3.869434055118108,0.6628805774278216,1.1500820209973754,3.297490157480315,40.559644028871325
